year	statecode	p5	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	intra_dummy
1981	"Utah"	3.912023	5.521461	6.907755	7.696213	8.23031	8.557375	8.809863	9.047821	9.21034	9.384294	9.504949	9.616138	9.701983	9.803336	9.903487	9.998797	10.12663	10.25812	10.4696	1
1982	"Utah"	3.555348	5.703783	7.201916	7.926241	8.276649	8.568836	8.853665	9.069353	9.214033	9.392995	9.534957	9.656307	9.78132	9.87817	9.959301	10.05556	10.16674	10.31228	10.55581	1
1983	"Utah"	4.189655	6.342122	7.412764	8.006368	8.354674	8.67778	8.93827	9.11603	9.305651	9.425694	9.560997	9.642772	9.769957	9.882774	9.983176	10.08955	10.20437	10.33867	10.57162	1
1984	"Utah"	3.912023	6.016157	7.244227	8.083328	8.536996	8.855806	9.093919	9.21174	9.358847	9.473474	9.632335	9.742145	9.830916	9.934308	10.04325	10.13241	10.24491	10.36848	10.60782	1
1985	"Utah"	5.010635	6.476973	7.568896	8.151334	8.561401	8.974618	9.17885	9.388905	9.523252	9.615806	9.711116	9.838949	9.954656	10.05385	10.12703	10.23996	10.3748	10.52371	10.66896	1
1986	"Utah"	4.820282	6.821107	7.853993	8.472196	8.794825	9.088173	9.3147	9.491753	9.603395	9.705036	9.798405	9.903487	10.00582	10.08664	10.14714	10.24484	10.37349	10.49266	10.71719	1
1987	"Utah"	5.616771	7.003066	8.006368	8.417373	8.702344	8.974618	9.210541	9.392662	9.534234	9.662625	9.782393	9.873029	9.998797	10.0979	10.20729	10.31015	10.38961	10.54534	10.76954	1
1988	"Utah"	5.480639	6.933423	8.059277	8.544808	8.860783	9.102199	9.287765	9.472705	9.58864	9.680344	9.798127	9.903487	10.01771	10.10398	10.21742	10.31642	10.43412	10.60955	10.80163	1
1989	"Utah"	5.560682	7.050123	7.990577	8.455317	8.787525	9.059518	9.379239	9.47662	9.615872	9.713235	9.809176	9.904287	10.01909	10.12723	10.22691	10.34252	10.4538	10.55841	10.81092	1
1990	"Utah"	5.736572	7.696213	8.357024	8.716044	8.987197	9.249561	9.421412	9.615806	9.710509	9.803667	9.905985	10.01234	10.09617	10.20378	10.30895	10.39513	10.49136	10.59676	10.9537	1
1991	"Utah"	5.981414	7.438384	8.188689	8.637639	8.999619	9.2399	9.427547	9.615806	9.725258	9.862197	9.954656	10.05191	10.14262	10.25934	10.32391	10.43412	10.53885	10.63345	10.86571	1
1992	"Utah"	6.907755	7.855545	8.320691	8.665613	8.961879	9.21034	9.392745	9.576926	9.717158	9.798794	9.903487	10.00333	10.12017	10.20433	10.30945	10.43998	10.51935	10.65592	10.86265	1
1993	"Utah"	6.907755	7.919356	8.562166	8.881975	9.223355	9.405085	9.591513	9.700208	9.827147	9.929009	10.0436	10.15043	10.24003	10.31725	10.41024	10.49211	10.60906	10.72013	10.92684	1
1994	"Utah"	6.411819	7.974189	8.476371	8.899049	9.200694	9.392662	9.537483	9.68471	9.836011	9.94463	10.04629	10.12803	10.24619	10.30979	10.40578	10.47164	10.60668	10.71664	10.92684	1
1995	"Utah"	5.9428	7.905442	8.612503	8.981682	9.216919	9.395242	9.615806	9.742145	9.852194	9.95323	10.08797	10.20359	10.31062	10.37602	10.45118	10.52409	10.646	10.84447	11.24112	1
1996	"Utah"	6.331502	7.783224	8.54091	9.071078	9.392662	9.546527	9.693383	9.799515	9.954514	10.06913	10.12663	10.23279	10.30899	10.37349	10.4536	10.56101	10.70291	10.90962	11.16938	1
1997	"Utah"	6.39693	8.079309	8.779557	9.132379	9.392662	9.54824	9.717158	9.839482	9.960813	10.07277	10.13737	10.24452	10.31062	10.41867	10.49405	10.59666	10.71666	10.85996	11.08214	1
1998	"Utah"	6.694562	8.070906	8.627481	9.101418	9.386643	9.602247	9.766407	9.893538	10.04325	10.14643	10.23656	10.30949	10.37646	10.49438	10.63826	10.72064	10.84115	11.02027	11.21182	1
1999	"Utah"	6.620073	8.188689	8.887652	9.21034	9.413199	9.615806	9.798127	9.952278	10.08606	10.16585	10.27505	10.32712	10.42163	10.49957	10.6071	10.74579	10.85515	10.97051	11.21749	1
2000	"Utah"	6.55108	8.055158	8.779557	9.108308	9.389323	9.605755	9.771213	9.903487	10.03482	10.13575	10.26639	10.34622	10.47164	10.57465	10.66896	10.76655	10.84603	11.04009	11.29228	1
2001	"Utah"	6.55108	8.294049	8.853665	9.21034	9.501591	9.680656	9.903487	9.998797	10.12663	10.23996	10.30942	10.40426	10.51217	10.60757	10.71442	10.81978	10.92594	11.0819	11.36699	1
1977	"Vermont"	6.542472	7.438384	7.96624	8.182	8.353498	8.536996	8.699514	8.853665	8.949495	9.042158	9.156623	9.220291	9.271718	9.358416	9.427465	9.535173	9.615806	9.798127	9.943669	1
1978	"Vermont"	6.008813	7.409136	8.006368	8.316789	8.49699	8.633553	8.744647	8.894258	8.980172	9.048762	9.182455	9.282661	9.378901	9.447782	9.542805	9.615806	9.680969	9.798405	10.1186	1
1979	"Vermont"	5.703783	7.244227	7.677864	8.175266	8.41516	8.607399	8.748305	8.858653	8.999619	9.105536	9.230143	9.305651	9.369393	9.455167	9.556763	9.692766	9.82585	9.944869	10.18301	1
1980	"Vermont"	4.990433	6.753438	7.471932	8.008033	8.35585	8.565984	8.764053	8.92079	9.049232	9.180706	9.252538	9.374074	9.4572	9.546884	9.619133	9.73873	9.820649	9.92818	10.18678	1
1981	"Vermont"	5.521461	7.395108	7.834392	8.172165	8.446771	8.678802	8.844625	8.987197	9.137124	9.215527	9.315241	9.422382	9.532424	9.618269	9.726452	9.811646	9.914378	10.08589	10.30899	1
1982	"Vermont"	5.609472	6.907755	7.600903	8.135054	8.481566	8.699514	8.942461	9.10731	9.215328	9.30665	9.392662	9.447387	9.581903	9.670925	9.784141	9.902137	9.999025	10.15019	10.46327	1
1983	"Vermont"	5.673323	7.244227	7.824046	8.222822	8.605204	8.876125	9.052516	9.196241	9.259797	9.350971	9.417924	9.545383	9.615806	9.711116	9.825526	9.905236	9.999706	10.14427	10.37583	1
1984	"Vermont"	6.001415	7.353722	8.087948	8.425077	8.675905	8.919988	9.065314	9.208439	9.264829	9.369052	9.469777	9.584796	9.661416	9.758636	9.826607	9.922309	10.05621	10.24174	10.49405	1
1985	"Vermont"	6.891626	7.937732	8.393895	8.670773	8.860499	9.059285	9.215328	9.321256	9.437555	9.546813	9.634365	9.704183	9.818148	9.882876	9.952896	10.05621	10.14152	10.3189	10.52048	1
1986	"Vermont"	5.953243	7.495542	8.294049	8.612503	8.890549	9.058004	9.299541	9.401787	9.511556	9.63181	9.740969	9.827147	9.918869	10.01521	10.11355	10.21464	10.34487	10.49474	10.70099	1
1987	"Vermont"	6.745236	7.746301	8.34284	8.699514	8.898639	9.21034	9.305651	9.432283	9.546813	9.636262	9.742438	9.831669	9.908475	10.014	10.14698	10.23996	10.31566	10.46633	10.62118	1
1988	"Vermont"	6.816736	8.242756	8.656955	8.909235	9.148465	9.290813	9.41426	9.535462	9.642123	9.740969	9.806867	9.903487	9.986909	10.08727	10.20913	10.2989	10.35456	10.54797	10.74936	1
1989	"Vermont"	7.495542	8.42705	8.723882	9.005774	9.15694	9.31443	9.433484	9.598998	9.732462	9.798794	9.890656	9.947983	10.04325	10.11034	10.19984	10.30307	10.42706	10.56328	10.80243	1
1990	"Vermont"	7.319865	8.517193	8.855663	9.099632	9.340316	9.472705	9.621456	9.702717	9.82282	9.903487	9.952278	10.03605	10.10745	10.16647	10.28192	10.37779	10.51948	10.68757	10.93689	1
1991	"Vermont"	7.313221	8.109826	8.575462	8.926251	9.251962	9.433484	9.601842	9.701983	9.798127	9.894446	9.97194	10.04854	10.12663	10.21097	10.35038	10.47402	10.60162	10.77189	11.03891	1
1992	"Vermont"	7.501082	8.41516	8.779096	9.043577	9.210541	9.3521	9.546098	9.691222	9.796848	9.889186	9.961757	10.01503	10.08731	10.16969	10.30058	10.40825	10.54618	10.684	10.82973	1
1993	"Vermont"	7.522941	8.40066	8.702843	8.977146	9.215228	9.392662	9.555701	9.655026	9.743905	9.844215	9.910959	10.00785	10.09411	10.23721	10.37349	10.48738	10.59315	10.70663	10.82973	1
1994	"Vermont"	7.785721	8.657998	8.922658	9.040382	9.225229	9.406565	9.581903	9.723463	9.819997	9.905386	10.00243	10.11407	10.24032	10.31298	10.43998	10.51902	10.64001	10.77896	10.9939	1
1995	"Vermont"	7.696213	8.667508	8.946375	9.25751	9.472705	9.652202	9.794565	9.883336	9.952278	10.03386	10.12262	10.21424	10.28534	10.39237	10.48738	10.59798	10.69258	10.82377	11.03489	1
1996	"Vermont"	7.382746	8.50086	8.858369	9.11052	9.367344	9.580385	9.719564	9.820323	9.921524	10.04473	10.12663	10.1758	10.25766	10.34335	10.43217	10.52621	10.64127	10.77164	11.00363	1
1997	"Vermont"	7.137279	8.268732	8.774622	9.096612	9.334327	9.489713	9.642123	9.740969	9.85561	9.954466	10.08581	10.13698	10.26858	10.32246	10.43641	10.54744	10.65264	10.78494	11.05118	1
1998	"Vermont"	7.466799	8.536996	8.96916	9.263881	9.406729	9.615806	9.692766	9.874059	9.954656	10.04325	10.13062	10.23996	10.31709	10.43412	10.51632	10.59413	10.71817	10.91534	11.19444	1
1999	"Vermont"	7.795235	8.712924	9.093357	9.392662	9.54931	9.711055	9.830916	9.933046	10.03232	10.10643	10.18509	10.2754	10.37349	10.44144	10.54094	10.62653	10.75043	10.91658	11.26958	1
2000	"Vermont"	7.783224	8.699514	9.148146	9.393744	9.560575	9.740969	9.885833	9.952278	10.04542	10.12663	10.179	10.24874	10.34496	10.43412	10.52943	10.59763	10.82014	10.97678	11.28978	1
2001	"Vermont"	7.985144	8.876405	9.269363	9.546813	9.731512	9.85372	9.952754	10.0532	10.1516	10.23996	10.30902	10.37349	10.45576	10.51597	10.62741	10.71442	10.83958	11.05469	11.35041	1
1977	"Virginia"	6.907755	7.600903	7.972466	8.294049	8.482809	8.613049	8.779557	8.905173	9.029778	9.13777	9.241354	9.345745	9.433484	9.522813	9.615806	9.729135	9.853036	10.00785	10.26204	0
1978	"Virginia"	6.214608	7.390799	7.901007	8.259459	8.517193	8.699514	8.824677	8.961879	9.086476	9.190138	9.260939	9.389323	9.444622	9.546813	9.649498	9.755046	9.906034	10.06314	10.40955	1
1979	"Virginia"	6.150603	7.323171	7.842279	8.33711	8.622993	8.818778	8.987197	9.10498	9.18697	9.282661	9.392662	9.464983	9.563107	9.648595	9.755568	9.870551	9.998797	10.16835	10.47164	1
1980	"Virginia"	4.60517	6.731018	7.696213	8.133881	8.499233	8.764053	8.962776	9.097732	9.21034	9.307014	9.405496	9.487972	9.575053	9.680344	9.77224	9.889084	10.0118	10.13622	10.35456	1
1981	"Virginia"	6.040255	7.249215	7.903227	8.269244	8.577536	8.833025	8.987197	9.126959	9.238052	9.362203	9.463974	9.548811	9.646916	9.741557	9.859013	9.980449	10.11456	10.24708	10.46653	1
1982	"Virginia"	6.133398	7.495542	8.006368	8.422003	8.707813	8.909235	9.107754	9.294222	9.393579	9.486911	9.61086	9.697078	9.836226	9.908127	9.998797	10.12663	10.24584	10.37505	10.62162	1
1983	"Virginia"	6.39693	7.789454	8.294049	8.580731	8.893847	9.148784	9.287301	9.392662	9.504501	9.615806	9.680344	9.755568	9.85251	9.93842	10.06049	10.15619	10.30895	10.47144	10.71446	1
1984	"Virginia"	6.359574	7.600903	8.160519	8.584852	8.876823	9.159047	9.305651	9.429476	9.546813	9.680344	9.757884	9.855348	9.910959	10.01234	10.10916	10.20359	10.31062	10.47447	10.6883	1
1985	"Virginia"	6.291569	7.78364	8.268732	8.716044	8.948976	9.21034	9.323669	9.474703	9.615806	9.718422	9.807087	9.92564	10.04759	10.12979	10.23996	10.34174	10.44144	10.59538	10.74074	1
1986	"Virginia"	6.39693	7.919356	8.400209	8.719154	8.987197	9.21034	9.343559	9.464983	9.556763	9.680344	9.798127	9.903487	10.0074	10.12683	10.23996	10.37349	10.49269	10.66623	10.85911	1
1987	"Virginia"	6.602588	8.006368	8.594154	8.881836	9.10498	9.305651	9.47332	9.581903	9.686202	9.803667	9.895254	10.02127	10.12683	10.23996	10.33062	10.43998	10.54928	10.70885	10.91236	1
1988	"Virginia"	6.907755	8.055158	8.556414	8.987197	9.21034	9.394743	9.524714	9.677527	9.798127	9.903487	9.962699	10.06595	10.1716	10.26416	10.36091	10.47277	10.59873	10.74208	10.96635	1
1989	"Virginia"	6.811244	8.073092	8.639411	8.987197	9.266626	9.421249	9.615806	9.745371	9.854298	9.955131	10.07744	10.16589	10.25643	10.34174	10.40729	10.5037	10.59676	10.79671	11.03972	1
1990	"Virginia"	6.907755	8.006368	8.53405	8.987197	9.305651	9.47232	9.615806	9.749462	9.859065	9.968807	10.0761	10.16589	10.27557	10.37583	10.47305	10.5763	10.72562	10.87982	11.08368	1
1991	"Virginia"	7.17012	8.193953	8.605204	8.987197	9.21034	9.406647	9.606428	9.723164	9.812687	9.903487	9.998797	10.12663	10.20137	10.3189	10.43779	10.55503	10.71885	10.84603	11.08253	1
1992	"Virginia"	7.408531	8.318742	8.704502	9.047821	9.230143	9.437476	9.615806	9.690294	9.800346	9.905985	10.03452	10.1311	10.2183	10.34512	10.4477	10.59663	10.70712	10.86475	11.14186	1
1993	"Virginia"	7.756623	8.548305	8.912608	9.170247	9.392662	9.546813	9.680344	9.803667	9.942708	10.03889	10.12791	10.23817	10.30989	10.38127	10.49127	10.61521	10.73733	10.87805	11.17906	1
1994	"Virginia"	7.803843	8.603921	8.987197	9.21034	9.392912	9.585278	9.680344	9.798127	9.915268	10.02127	10.12743	10.21097	10.31062	10.41292	10.52355	10.67822	10.82078	10.98341	11.23125	1
1995	"Virginia"	7.467371	8.517193	8.948976	9.21114	9.451716	9.615806	9.740969	9.841772	9.952278	10.05298	10.16616	10.27505	10.34216	10.43256	10.519	10.64089	10.77687	10.95081	11.20995	1
1996	"Virginia"	6.930495	8.043343	8.626586	9.024011	9.294038	9.481588	9.629774	9.740969	9.852194	9.954656	10.08581	10.16628	10.30895	10.43658	10.54534	10.68052	10.82824	11.00611	11.2398	1
1997	"Virginia"	7.244227	8.402231	8.824677	9.1442	9.36289	9.615806	9.740969	9.834459	9.952278	10.04507	10.13658	10.25766	10.34817	10.46684	10.60406	10.73095	10.85727	11.00626	11.25803	1
1998	"Virginia"	7.223296	8.481566	8.987697	9.249658	9.481436	9.692766	9.903487	9.998797	10.11152	10.16462	10.27849	10.3636	10.4631	10.57592	10.69195	10.81978	10.93619	11.15609	11.39189	1
1999	"Virginia"	7.462789	8.517193	8.887377	9.305651	9.615806	9.798238	9.95342	10.08581	10.16585	10.24871	10.35774	10.46447	10.57132	10.64578	10.74721	10.87895	11.03489	11.23149	11.5408	1
2000	"Virginia"	8.216088	8.78661	9.21034	9.573246	9.729135	9.903487	10.04325	10.14839	10.24182	10.32548	10.42234	10.49261	10.59581	10.6736	10.81625	10.91509	11.1027	11.26125	11.47702	1
2001	"Virginia"	8.055158	8.870663	9.374159	9.610994	9.831132	9.965664	10.08581	10.18716	10.30895	10.37349	10.46596	10.59305	10.66896	10.74551	10.859	10.97579	11.10572	11.24142	11.56915	1
1977	"Washington"	5.857933	7.452403	7.878534	8.196988	8.461469	8.648221	8.809863	8.930627	9.051813	9.135833	9.293026	9.392662	9.474242	9.603733	9.665231	9.744022	9.863655	9.991498	10.16585	0
1978	"Washington"	6.272877	7.478735	7.892078	8.294049	8.527143	8.699514	8.89371	9.005405	9.139918	9.224243	9.358761	9.419547	9.497397	9.615806	9.700759	9.811975	9.933046	10.08581	10.26987	0
1979	"Washington"	5.710427	6.956545	7.824046	8.268732	8.517193	8.704004	8.935904	9.076923	9.21034	9.301551	9.413281	9.51856	9.618468	9.702961	9.822549	9.903487	10.00107	10.14871	10.35297	0
1980	"Washington"	4.60517	6.745236	7.761745	8.235625	8.527342	8.765615	8.976515	9.126959	9.247347	9.392745	9.489108	9.61807	9.720225	9.806426	9.903487	9.999162	10.0927	10.20637	10.40223	0
1981	"Washington"	4.60517	6.309918	7.601402	8.120292	8.407378	8.699848	8.890273	9.047821	9.21034	9.35184	9.473474	9.617138	9.729135	9.852194	9.959395	10.07744	10.16777	10.30852	10.49493	0
1982	"Washington"	5.181784	6.923629	7.783224	8.306472	8.556414	8.811652	8.991811	9.212338	9.367686	9.481131	9.615806	9.71384	9.81192	9.904037	10.00061	10.11811	10.18867	10.34235	10.49543	0
1983	"Washington"	5.703783	6.938284	7.902118	8.384804	8.695339	8.946375	9.105979	9.296518	9.453286	9.546813	9.648595	9.764226	9.862665	10.00021	10.09617	10.16969	10.25626	10.39818	10.56101	0
1984	"Washington"	5.616771	7.229839	8.017966	8.459564	8.721439	8.987197	9.159047	9.295233	9.432684	9.568364	9.710267	9.798127	9.903487	10.01762	10.10164	10.16585	10.30394	10.42913	10.71442	0
1985	"Washington"	5.298317	6.993933	8.011355	8.538955	8.806574	8.987197	9.212837	9.341807	9.517825	9.652202	9.798127	9.903538	9.984791	10.09295	10.20396	10.28739	10.37543	10.51854	10.76003	1
1986	"Washington"	5.771441	7.600903	8.101678	8.527935	8.862908	9.038484	9.223454	9.407551	9.542088	9.648595	9.814656	9.908724	10.01807	10.09125	10.16343	10.2766	10.37349	10.50507	10.72876	1
1987	"Washington"	5.828946	7.237778	8.055158	8.468843	8.784927	9.049819	9.307285	9.472781	9.627404	9.732759	9.875654	9.975808	10.04759	10.16969	10.26364	10.36801	10.49957	10.62813	10.85418	1
1988	"Washington"	6.39693	7.714231	8.362642	8.703672	8.929303	9.191157	9.319195	9.475393	9.633973	9.747944	9.903487	9.989986	10.08789	10.20152	10.3156	10.4088	10.51943	10.62619	10.8386	1
1989	"Washington"	6.12905	7.955074	8.517393	8.793612	9.10498	9.305651	9.511926	9.648595	9.799237	9.903487	10.02491	10.12663	10.21998	10.30895	10.37111	10.45987	10.57132	10.68098	10.91691	1
1990	"Washington"	6.39693	7.916443	8.517193	8.836374	9.126959	9.305651	9.461721	9.626944	9.741086	9.862665	9.961757	10.0616	10.14917	10.27677	10.37443	10.47164	10.57196	10.68281	10.92053	1
1991	"Washington"	6.428105	8.006368	8.582606	8.912069	9.167433	9.341983	9.512295	9.632597	9.799848	9.904986	9.96604	10.07112	10.13559	10.24039	10.34174	10.48453	10.59663	10.71775	10.94553	1
1992	"Washington"	7.090077	8.380227	8.831712	9.126959	9.305651	9.491677	9.652523	9.798127	9.903538	10.02163	10.1186	10.16777	10.28261	10.37349	10.47164	10.5623	10.71497	10.83145	11.12439	1
1993	"Washington"	6.907755	8.337349	8.717682	9.111956	9.383285	9.615872	9.756263	9.855662	9.960482	10.08581	10.15813	10.2565	10.31659	10.42421	10.52519	10.61152	10.73389	10.859	11.15627	1
1994	"Washington"	6.907755	8.433811	8.853665	9.21034	9.396903	9.546813	9.71788	9.857444	9.964959	10.09038	10.14447	10.24998	10.31963	10.45016	10.54534	10.62133	10.75899	10.89074	11.19821	1
1995	"Washington"	6.214608	8.022569	8.630165	8.970051	9.238636	9.409191	9.604475	9.742438	9.901836	9.999479	10.1105	10.2183	10.3156	10.4362	10.519	10.64664	10.73324	10.91099	11.21502	1
1996	"Washington"	7.003066	8.295299	8.732305	8.956738	9.218308	9.406401	9.621124	9.7648	9.904087	9.999162	10.12903	10.27505	10.37255	10.46322	10.59162	10.70614	10.82094	10.95125	11.19158	1
1997	"Washington"	7.495542	8.47658	8.840725	9.126959	9.306923	9.47593	9.619133	9.798127	9.923682	10.05083	10.135	10.30895	10.3809	10.47164	10.64828	10.7916	10.90044	11.04068	11.26582	1
1998	"Washington"	7.221836	8.623713	8.987197	9.365376	9.563107	9.680344	9.903487	9.999933	10.10098	10.20359	10.30895	10.40578	10.50644	10.59788	10.71724	10.79958	10.92381	11.03731	11.3679	1
1999	"Washington"	6.956545	8.574518	8.977146	9.297435	9.574984	9.798682	9.939096	10.08747	10.20359	10.30895	10.389	10.47025	10.55341	10.65841	10.7515	10.82377	10.942	11.0856	11.3145	1
2000	"Washington"	7.335634	8.536996	8.987197	9.305651	9.609385	9.765547	9.999933	10.13361	10.26134	10.33176	10.42249	10.5456	10.59788	10.6929	10.79346	10.9682	11.08498	11.22632	11.41971	1
2001	"Washington"	7.783224	8.723394	9.190138	9.417355	9.639522	9.841878	10.01046	10.12663	10.21464	10.31384	10.43632	10.54534	10.61791	10.71442	10.80568	10.90099	11.03489	11.2303	11.49293	1
1977	"West Virginia"	6.704414	7.49443	7.783224	8.160519	8.351847	8.496786	8.699514	8.868977	8.988446	9.10498	9.21034	9.304741	9.392662	9.466222	9.546813	9.617404	9.705036	9.801455	9.91591	0
1978	"West Virginia"	6.907755	7.600903	7.987864	8.294049	8.53915	8.714403	8.875986	8.954028	9.078864	9.171599	9.252058	9.38118	9.433484	9.543593	9.615806	9.685829	9.769957	9.890149	9.986541	0
1979	"West Virginia"	4.828314	6.907755	7.458763	7.856319	8.051341	8.324821	8.599694	8.803274	8.961879	9.10498	9.227099	9.392662	9.491149	9.574984	9.648208	9.724002	9.798127	9.895959	10.0745	0
1980	"West Virginia"	4.094345	6.023448	7.179308	7.775696	8.133	8.490849	8.682708	8.853665	8.974618	9.11603	9.214532	9.305651	9.400961	9.499197	9.621124	9.770528	9.903487	10.05595	10.24042	0
1981	"West Virginia"	4.174387	6.109248	7.293698	7.872836	8.264621	8.576217	8.806424	8.961879	9.10498	9.221873	9.319374	9.433484	9.545883	9.633056	9.741086	9.852194	9.944725	10.08673	10.2453	0
1982	"West Virginia"	4.406719	6.2186	7.549609	7.986165	8.294049	8.54091	8.764053	8.987197	9.155567	9.260558	9.375854	9.474242	9.605823	9.738613	9.851458	9.920246	10.02172	10.1346	10.30895	0
1983	"West Virginia"	4.60517	6.684612	7.495542	7.896553	8.276903	8.527935	8.705166	8.914492	9.127719	9.25913	9.400961	9.547883	9.692828	9.798127	9.903487	10.01682	10.12663	10.24708	10.38591	0
1984	"West Virginia"	4.564348	6.39693	7.481556	7.863267	8.199739	8.527143	8.78661	8.987197	9.145268	9.28452	9.392662	9.490469	9.659312	9.794621	9.87817	9.999252	10.14824	10.26625	10.4431	0
1985	"West Virginia"	5.049856	6.907755	7.808323	8.083328	8.517193	8.824677	9.008714	9.174713	9.290075	9.392662	9.519221	9.623509	9.764283	9.903487	9.985759	10.12214	10.24803	10.36914	10.55321	0
1986	"West Virginia"	4.75359	6.703188	7.625595	8.131531	8.49699	8.699514	8.948976	9.10498	9.28387	9.392662	9.480368	9.615806	9.702228	9.809176	9.908475	10.08581	10.17618	10.31715	10.51946	0
1987	"West Virginia"	5.010635	6.836259	7.659172	8.116715	8.379768	8.699514	8.872066	9.088173	9.213634	9.350102	9.470779	9.621456	9.78132	9.92818	10.07378	10.16585	10.28633	10.35774	10.546	1
1988	"West Virginia"	6.037871	7.090077	7.747165	8.153638	8.414718	8.660427	8.921057	9.118225	9.347316	9.461099	9.582869	9.681906	9.847975	9.975808	10.08581	10.16585	10.30226	10.38127	10.64816	1
1989	"West Virginia"	5.583496	7.130899	7.901007	8.320691	8.595264	8.867287	9.10498	9.225229	9.392829	9.574984	9.655026	9.740969	9.850772	9.952278	10.08997	10.19802	10.37349	10.49405	10.67244	1
1990	"West Virginia"	6.139884	7.600903	8.012681	8.440744	8.721113	8.974618	9.175749	9.298351	9.472705	9.615806	9.69892	9.827686	9.916897	10.04325	10.14053	10.27608	10.37349	10.5026	10.73983	1
1991	"West Virginia"	6.184149	7.643962	8.188689	8.508556	8.748622	9.017968	9.21034	9.380589	9.523983	9.625756	9.740969	9.852247	9.952278	10.08581	10.16643	10.30895	10.40426	10.53143	10.71553	1
